ID	Function	Source
DUF3069	DUF3069 domain-containing protein	PF11269.10
DUF3081	DUF3081 family protein	PF11280.10
DUF3087	DUF3087 family protein	PF11286.10
DUF2897	DUF2897 family protein	PF11446.10
DUF3019	DUF3019 domain-containing protein	PF11456.10
DUF3203	DUF3203 family protein	PF11462.10
Omp_AT	Solitary outer membrane autotransporter beta-barrel domain	PF11557.10
DUF3811	DUF3811 domain-containing protein	PF11656.10
DUF2986	DUF2986 domain-containing protein	PF11661.10
DUF3265	DUF3265 domain-containing protein	PF11665.10
DUF3283	DUF3283 family protein	PF11686.10
DUF3302	DUF3302 domain-containing protein	PF11742.10
DUF3319	DUF3319 domain-containing protein	PF11782.10
DUF3346	DUF3346 domain-containing protein	PF11826.10
DUF3389	DUF3389 family protein	PF11869.10
DUF3461	DUF3461 family protein	PF11944.10
Ribosomal_S4Pg	VC2046/SO_2500 family protein	PF11993.10
DUF3545	DUF3545 family protein	PF12065.10
PNPase_C	Polyribonucleotide phosphorylase C terminal	PF12111.10
Rhomboid_N	Cytoplasmic N-terminal domain of rhomboid serine protease	PF12122.10
DNA_pol3_tau_4	DNA polymerase III subunits tau domain IV DnaB-binding	PF12168.10
End_beta_barrel	Beta barrel domain of bacteriophage endosialidase	PF12195.10
End_beta_propel	endosialidase catalytic beta-propeller domain-containing protein	PF12217.10
End_tail_spike	Catalytic domain of bacteriophage endosialidase	PF12219.10
DUF3612	DUF3612 domain-containing protein	PF12268.10
DUF3802	DUF3802 family protein	PF12290.10
DUF3624	DUF3624 family protein	PF12292.10
DUF3663	Peptidase	PF12404.10
DUF3672	Fibronectin type III protein	PF12421.10
DUF3684	DUF3684 domain-containing protein	PF12449.10
Helicase_IV_N	DNA helicase IV / RNA helicase N terminal	PF12462.10
VasL	VasL domain-containing protein	PF12486.10
DUF3723	DUF3723 domain-containing protein	PF12520.10
DUF3763	DUF3763 domain-containing protein	PF12592.10
RRF_GI	ribosome recycling factor family protein	PF12614.10
MscS_TM	Mechanosensitive ion channel inner membrane domain 1	PF12794.9
MscS_porin	Mechanosensitive ion channel porin domain	PF12795.9
DUF4056	DUF4056 domain-containing protein	PF13265.8
DUF4092	DUF4092 domain-containing protein	PF13322.8
zf-H2C2_2	C2H2-type zinc finger protein	PF13465.8
DUF4165	DUF4165 domain-containing protein	PF13752.8
Gifsy-2	ATP-binding sugar transporter from pro-phage	PF13856.8
YafO_toxin	type II toxin-antitoxin system YafO family toxin	PF13957.8
DUF4223	DUF4223 family protein	PF13978.8
YecR	YecR family lipoprotein	PF13992.8
YqjK	YqjK family protein	PF13997.8
YdfZ	putative selenium delivery protein YdfZ	PF14001.8
YniB	YniB family protein	PF14002.8
Imm2	Imm2 family immunity protein	PF14426.8
MalF_P2	Maltose transport system permease protein MalF P2 domain	PF14785.8
Ntox46	polymorphic toxin type 46 domain-containing protein	PF15538.8
Ntox34	polymorphic toxin type 34 domain-containing protein	PF15606.8
YdiH	YdiH family protein	PF15930.7
FidL_like	FidL-like protein	PF15941.7
TonB_N	TonB N-terminal domain-containing protein	PF16031.7
LydB	LydA-holin antagonist	PF16084.7
MukB_hinge	MukB hinge domain	PF16330.7
RcsF	Rcs stress response system protein RcsF	PF16358.7
YaiA	YaiA protein	PF16362.7
CpxA_peri	Two-component sensor protein CpxA, periplasmic domain	PF16527.7
Phage_tail_NK	tail needle knob protein	PF16532.7
T2SSS_2	type II secretion system pilot lipoprotein GspS-beta	PF16549.7
ACD	actin cross-linking domain-containing toxin	PF16671.7
Adhesin_E	surface-adhesin E family protein	PF16747.7
HK_sensor	histidine kinase sensor domain-containing protein	PF16750.7
Pim	Pesticin immunity protein	PF16765.7
ExsD	T3SS regulon anti-activator ExsD family protein	PF16806.7
CBM_26	alginate biosynthesis protein AlgX	PF16824.7
CymA	Putative cyclodextrin porin	PF16941.7
Porin_7	putative porin	PF16956.7
Porin_8	carbohydrate porin	PF16966.7
RcpB	Rough colony protein B, tight adherence - tad - subunit	PF16971.7
CBP_BcsO	cellulose biosynthesis protein BcsO	PF17037.7
Ytca	YtcA family lipoprotein	PF17090.7
GAPES4	Gammaproteobacterial periplasmic sensor domain	PF17157.6
tRNA_bind_3	tRNA-binding protein	PF17176.6
MASE5	membrane-associated sensor domain-containing protein	PF17178.6
MukF_M	MukF middle domain	PF17192.6
MukF_C	MukF C-terminal domain	PF17193.6
SeqA_N	SeqA protein N-terminal domain	PF17206.5
PAP2_lipid_A	PAP2 family lipid A phosphatase	
AAC_6p_A30	aminoglycoside 6'-N-acetyltransferase AAC(6')-30	
blaCTX-M	CTX-M family extended-spectrum class A beta-lactamase	
estX	alpha/beta fold putative hydrolase EstX	
RND-peri-MexC	MexC family multidrug efflux RND transporter periplasmic adaptor subunit	
phage_ICD_like	host cell division inhibitor Icd-like protein	
endonuc_SmrA	DNA endonuclease SmrA	
blaPAC	PAC family class C beta-lactamase	
polymyxin_MCR3	MCR-3 family phosphoethanolamine--lipid A transferase	
poly_MCR3_broad	MCR-3-related phosphoethanolamine--lipid A transferase	
small_mem_YnhF	YnhF family membrane protein	
T6SS_PAAR_dom	type VI secretion system PAAR protein	
small_mem_YoeI	membrane protein YoeI	
polymyxin_MCR4	MCR-4 family phosphoethanolamine--lipid A transferase	
metallo_CpaA	metalloendopeptidase CpaA	
ANR_neg_reg	ANR family transcriptional regulator	
sulfur_OscA	sulfur starvation response protein OscA	
entry_exc2_fam	Exc2 family lipoprotein	
trim_DfrA36	trimethoprim-resistant dihydrofolate reductase DfrA36	
conj_TraQ_IncI1	conjugal transfer protein TraQ	
conj_TraO_IncI1	conjugal transfer protein TraO	
conj_TraP_IncI1	conjugal transfer protein TraP	
conj_TraX	conjugal transfer protein TraX	
conj_TraW	conjugal transfer protein TraW	
DotM_IcmP_IVB	type IVB secretion system coupling complex protein DotM/IcmP	
surf_exc_IncI1	plasmid IncI1-type surface exclusion protein ExcA	
ExsE_fam	T3SS regulon translocated regulator ExsE family protein	
alph_xenorhab_B	alpha-xenorhabdolysin family binary toxin subunit B	
RTX_toxin	RTX family hemolysin	
AcrF10_fam	AcrF10 family anti-CRISPR protein	
T3SS_eff_HopBF1	T3SS effector protein kinase HopBF1	
Zn_serralysin	serralysin family metalloprotease	
MatP_C	MatP C-terminal ribbon-helix-helix domain	PF17414.4
DUF5462	DUF5462 family protein	PF17547.4
Ldt_C	L,D-transpeptidase C-terminal domain	PF17969.3
bMG1	Bacterial Alpha-2-macroglobulin MG1 domain	PF17970.3
DUF5363	DUF5363 family protein	PF17320.4
Putative_G5P	DNA-binding protein	PF17426.4
DUF5420	DUF5420 family protein	PF17457.4
DNA_meth_N	DNA methylase N-terminal domain	PF18284.3
GlgX_C	Glycogen debranching enzyme C-terminal domain	PF18390.3
ProQ_C	ProQ C-terminal domain	PF17516.4
Lectin_C_term	Ricin-type beta-trefoil lectin C-terminal domain	PF18022.3
RlmM_FDX	RlmM ferredoxin-like domain	PF18125.3
TraI_2B	DNA relaxase TraI 2B/2B-like domain	PF18340.3
Wza_C	Outer-membrane lipoprotein Wza C-terminal domain	PF18412.3
HKR_ArcB_TM	Histidine kinase receptor ArcB trans-membrane domain	PF18415.3
TcA_RBD	TcA receptor binding domain	PF18518.3
ssDNA_TraI_N	single-stranded DNA binding TraI N-terminal subdomain	PF18272.3
IMPa_helical	Immunomodulating metalloprotease helical domain	PF18642.3
Tail_spike_N	Tail spike TSP1/Gp66 receptor binding N-terminal domain	PF18668.3
DUF5617	DUF5617 domain-containing protein	PF18493.3
IMPa_N_2	Immunomodulating metalloprotease N-terminal domain	PF18650.3
DnaT	DnaT-like ssDNA-binding domain-containing protein	PF17948.3
LuxT_C	Tetracycline repressor LuxT C-terminal domain	PF18285.3
T3SS_ExsE	Type III secretion system ExsE	PF18286.3
MotY_N	MotY N-terminal domain	PF18393.3
DUF5609	DUF5609 domain-containing protein	PF18429.3
Pullulanase_Ins	Pullulanase Ins domain	PF18494.3
HTH_54	ParA helix turn helix domain	PF18607.3
IrmA	IrmA family protein	PF18673.3
DarA_N	Defence against restriction A N-terminal	PF18788.3
SslE_AcfD_Zn_LP	SslE/AcfD family lipoprotein zinc metalloprotease	
T2SS_GspB	type II secretion system assembly factor GspB	
darobactin_RiPP	darobactin family peptide antibiotic	
rSAM_mat_DarE	darobactin maturation radical SAM/SPASM protein DarE	
ABC_perm_DarB	darobactin export ABC transporter permease subunit	
gamma_NF038106	PA4642 family protein	
tapY2_fam	TapY2 family type IVa secretion system protein	
rhom_dep_M36	rhombosortase-dependent M36 family metallopeptidase	
SVAGG	SVAGG family GlyGly-CTERM protein	
AlgP_Nterm	AlgP family protein	
blaVMB	VMB family subclass B1 metallo-beta-lactamase	
FadE_coli	acyl-CoA dehydrogenase FadE	
blaOXA-427_like	OXA-427 family carbapenem-hydrolyzing class D beta-lactamase	
IcmW_IVB	type IVB secretion system protein IcmW	
T6SS_TssL_short	type VI secretion system protein TssL, short form	
exopoly_VpsD	VpsD family glycosyltransferase	
exopoly_VpsP	VpsP family polysaccharide biosynthesis protein	
DUF5862	Family of unknown function (DUF5862)	PF19180.2
DUF6026	DUF6026 family protein	PF19491.1
DUF6170	DUF6170 family protein	PF19667.1
DUF6246	DUF6246 family protein	PF19759.1
DUF6367	DUF6367 family protein	PF19894.1
Inovirus_G7P_2	tail virion protein G7P-2	PF19978.1
DUF6482	DUF6482 family protein	PF20090.1
DUF6091	DUF6091 family protein	PF19582.1
DUF6124	DUF6124 family protein	PF19619.1
DUF6160	DUF6160 family protein	PF19657.1
DUF6393	DUF6393 family protein	PF19930.1
DUF6231	DUF6231 family protein	PF19742.1
DUF6392	DUF6392 family protein	PF19929.1
DUF6404	DUF6404 family protein	PF19942.1
DUF6453	DUF6453 family protein	PF20051.1
DUF5923	DUF5923 family protein	PF19343.1
DUF6012	DUF6012 family protein	PF19475.1
DUF6419	DUF6419 family natural product biosynthesis protein	PF19983.1
blaOXA-9_like	OXA-9 family oxacillin-hydrolyzing class D beta-lactamase	
T3SS_ATP_VscN2	type III secretion system ATPase VscN2	
MBL_fold_Vmh	Vmh family MBL fold metallo-hydrolase	
S6_alt_immun	pyocin S6 family toxin immunity protein	
BcsR_only	cellulose biosynthesis protein BcsR	
AgaE	PTS N-acetylgalactosamine transporter subunit IID	
blaOXA-732_like	OXA-732 family class D beta-lactamase	
PTS_reg_TmaR	PTS system regulator TmaR	
acetylneur_anom	N-acetylneuraminate anomerase	
trans_reg_YciT	DNA-binding transcriptional regulator YciT	
blaKBL	KBL family class A beta-lactamase	
colicin_Z_Cterm	colicin Z C-terminal domain-related protein	
MurL_Xanthmoales	UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase	
StbA_2	plasmid stabilization protein StbA	
StbC	plasmid stabilization protein StbC	
XopAH	XopAH/AvrB family type III secretion system effector	
MobC_subf	MobC family replication-relaxation protein	
EexR	EexR/EexS family entry exclusion protein	
TrbC_conju	F-type conjugative transfer protein TrbC	
toxin_DinQ	damage-inducible type I toxin DinQ	
PA2817_fam	PA2817 family protein	
HprT	HrpT family type III secretion system protein	
CesT_sub	type III secretion system chaperone	
reg_PtrA_PA2808	co-regulatory protein PtrA N-terminal domain-containing protein	
fdxn_Azotob	2Fe-2S ferredoxin	
blaKHM	KHM family subclass B1 metallo-beta-lactamase	
TIGR00156	YgiW/YdeI family stress tolerance OB fold protein	TIGR00156
comF	ComF family protein	TIGR00201
TIGR00258	inosine/xanthosine triphosphatase	TIGR00258
rrmJ	23S rRNA (uridine(2552)-2'-O)-methyltransferase	TIGR00438
DNA_III_psi	DNA polymerase III subunit psi	TIGR00664
TIGR00743	DUF406 family protein	TIGR00743
slp	Slp family lipoprotein	TIGR00752
NhaB	Na(+)/H(+) antiporter NhaB	TIGR00774
kup	potassium uptake protein	TIGR00794
tdt	tellurite-resistance/dicarboxylate transporter	TIGR00816
fucA	L-fuculose-phosphate aldolase	TIGR01086
SUI1_MOF2	translation initiation factor SUI1	TIGR01160
cyt_deam_dimer	cytidine deaminase	TIGR01355
E4PD_g-proteo	erythrose-4-phosphate dehydrogenase	TIGR01532
holin_lambda	phage holin, lambda family	TIGR01594
ytfJ_HI0045	YtfJ family protein	TIGR01626
XAPA	xanthosine phosphorylase	TIGR01699
typeII_sec_gspC	type II secretion system protein GspC	TIGR01713
MDH_euk_gproteo	malate dehydrogenase	TIGR01772
TonB-B12	TonB-dependent vitamin B12 receptor	TIGR01779
CM_P_1	chorismate mutase	TIGR01797
CM_T	chorismate mutase	TIGR01799
dsdC	DNA-binding transcriptional regulator DsdC	TIGR02036
protease_degS	outer membrane-stress sensor serine endopeptidase DegS	TIGR02038
RNase_B	exoribonuclease II	TIGR02062
PBP_1b	penicillin-binding protein 1B	TIGR02071
thr_lead_pep	thr operon leader peptide	TIGR02077
meth_trns_rumB	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	TIGR02085
PQQ_syn_pqqF	pyrroloquinoline quinone biosynthesis protein PqqF	TIGR02110
cyd_oper_ybgE	cyd operon protein YbgE	TIGR02112
torA	trimethylamine-N-oxide reductase TorA	TIGR02164
yeiP	elongation factor P-like protein YeiP	TIGR02178
GRXA	GrxA family glutaredoxin	TIGR02183
septum_zipA	cell division protein ZipA	TIGR02205
lipid_A_htrB	LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase	TIGR02207
lipid_A_msbB	lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase	TIGR02208
lolE_release	lipoprotein-releasing ABC transporter permease subunit LolE	TIGR02213
mutH_TIGR	DNA mismatch repair endonuclease MutH	TIGR02248
ICE_VC0181	conserved hypothetical protein	TIGR02256
PaaY	phenylacetic acid degradation protein PaaY	TIGR02287
HpaA	4-hydroxyphenylacetate catabolism regulatory protein HpaA	TIGR02297
HpaB-2	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component	TIGR02310
ABC_MetN	methionine ABC transporter ATP-binding protein MetN	TIGR02314
moeB	molybdopterin-synthase adenylyltransferase MoeB	TIGR02355
ECA_wecA	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	TIGR02380
trehalos_R_Ecol	trehalose operon repressor TreR	TIGR02405
fruct_sucro_rep	D-fructose-responsive transcription factor	TIGR02417
FadB	fatty acid oxidation complex subunit alpha FadB	TIGR02437
FadJ	fatty acid oxidation complex subunit alpha FadJ	TIGR02440
TIGR02443	YheV family putative zinc ribbon protein	TIGR02443
fadA	acetyl-CoA C-acyltransferase FadA	TIGR02445
FadI	acetyl-CoA C-acyltransferase FadI	TIGR02446
TIGR02448	conserverd hypothetical protein	TIGR02448
type_III_yscE	EscE/YscE/SsaE family type III secretion system needle protein co-chaperone	TIGR02501
type_III_YscX	YscX family type III secretion protein	TIGR02502
type_III_yscG	YscG family type III secretion system chaperone	TIGR02508
type_III_yopR	YopR family T3SS polymerization control protein	TIGR02509
type_III_yscB	YscB family type III secretion system chaperone	TIGR02513
type_III_yscP	type III secretion system needle length determinant	TIGR02514
plasmid_TraJ	plasmid transfer ATPase TraJ	TIGR02525
YscW	YscW family type III secretion system pilotin	TIGR02567
LcrR	LcrR family type III secretion system chaperone	TIGR02572
LcrG_PcrG	LcrG family type III secretion system chaperone	TIGR02573
tnaA_trp_ase	tryptophanase	TIGR02617
fuculo_kin_coli	L-fuculokinase	TIGR02628
phage_xxxx	uncharacterized phage protein	TIGR02642
ycfN_thiK	thiamine kinase	TIGR02721
TrbB	type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	TIGR02738
TraF	type-F conjugative transfer system pilin assembly protein TraF	TIGR02739
TrbI_Ftype	type-F conjugative transfer system protein TrbI	TIGR02744
TraN_Ftype	type-F conjugative transfer system mating-pair stabilization protein TraN	TIGR02750
TraK_Ftype	type-F conjugative transfer system secretin TraK	TIGR02756
TraD_Ftype	type IV conjugative transfer system coupling protein TraD	TIGR02759
TraI_TIGR	conjugative transfer relaxase/helicase TraI	TIGR02760
TraE_TIGR	type IV conjugative transfer system protein TraE	TIGR02761
short_TIGR02808	TIGR02808 family protein	TIGR02808
phasin_3	phasin family protein	TIGR02809
fadR_gamma	fatty acid metabolism transcriptional regulator FadR	TIGR02812
agaS_fam	putative sugar isomerase, AgaS family	TIGR02815
TIGR02922	TIGR02922 family protein	TIGR02922
TMAO_TorT	TMAO reductase system periplasmic protein TorT	TIGR02955
TMAO_torS	TMAO reductase system sensor histidine kinase/response regulator TorS	TIGR02956
TMAO_torE	trimethylamine N-oxide reductase system protein TorE	TIGR02972
phageshock_pspG	envelope stress response protein PspG	TIGR02975
RraA_entero	ribonuclease E activity regulator RraA	TIGR02998
sulf_tusC_dsrF	sulfurtransferase complex subunit TusC	TIGR03010
sulf_tusD_dsrE	sulfurtransferase complex subunit TusD	TIGR03012
TIGR03034	conserved hypothetical protein	TIGR03034
PS_I_psaK_plant	photosystem I reaction center PsaK	TIGR03050
cyt_nit_nrfE	heme lyase NrfEFG subunit NrfE	TIGR03145
cyt_nit_nrfB	cytochrome c nitrite reductase pentaheme subunit	TIGR03146
cyt_nit_nrfF	heme lyase NrfEFG subunit NrfF	TIGR03147
cyt_nit_nrfD	cytochrome c nitrite reductase subunit NrfD	TIGR03148
cyt_nit_nrfC	cytochrome c nitrite reductase Fe-S protein	TIGR03149
cyto_c552_HCOOH	ammonia-forming nitrite reductase cytochrome c552 subunit	TIGR03152
PhnP	phosphonate metabolism protein PhnP	TIGR03307
YdfZ_fam	putative selenium delivery protein YdfZ	TIGR03318
phnR	phosphonate utilization transcriptional regulator PhnR	TIGR03337
YhgI_GntY	Fe-S biogenesis protein NfuA	TIGR03341
FeS_syn_CsdE	cysteine desulfurase sulfur acceptor subunit CsdE	TIGR03391
FeS_syn_CsdA	cysteine desulfurase CsdA	TIGR03392
lipase_Pla1_cef	extracellular lipase, Pla-1/cef family	TIGR03502
TIGR03503	TIGR03503 family protein	TIGR03503
DapD_gpp	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	TIGR03536
non_repeat_PQQ	dehydrogenase, PQQ-dependent, s-GDH family	TIGR03606
RutR	pyrimidine utilization regulatory protein R	TIGR03613
RutG	pyrimidine utilization transport protein G	TIGR03616
lip_kinase_YegS	lipid kinase YegS	TIGR03702
plsB	glycerol-3-phosphate 1-O-acyltransferase PlsB	TIGR03703
pdsO	sortase-associated OmpA-like protein PdsO	TIGR03789
EFP_modif_epmB	EF-P beta-lysylation protein EpmB	TIGR03821
formate_focA	formate transporter FocA	TIGR04060
heme_HutZ	heme utilization protein HutZ	TIGR04110
SH3_and_anchor	TIGR04211 family SH3 domain-containing protein	TIGR04211
rhombo_GlpG	rhomboid family intramembrane serine protease GlpG	TIGR04239
his_histam_anti	histidine-histamine antiporter	TIGR04298
ODC_inducible	ornithine decarboxylase SpeF	TIGR04301
rSAM_QueE_Ecoli	7-carboxy-7-deazaguanine synthase QueE	TIGR04322
spare_glycyl	autonomous glycyl radical cofactor GrcA	TIGR04365
T2SS_GspM_XcpZ	type II secretion system protein GspM	TIGR04412
rSAM_XyeB	XyeB family radical SAM/SPASM peptide maturase	TIGR04496
mod_pep_cyc	putative peptide modification system cyclase	TIGR04510
vanH-D	D-lactate dehydrogenase VanH-D	
tet_MFS_P_a	tetracycline efflux MFS transporter TetA(P)	
APH_2pp_Ie_IVa	APH(2'')-Ie/IVa family aminoglycoside O-phosphotransferase	
amicyc_ac_ApmA	aminocyclitol acetyltransferase ApmA	
trans_reg_VanU	glycopeptide resistance transcriptional regulator VanU	
D_ala_D_ser_VanG	D-alanine--D-serine ligase VanG	
stregram_VatD	streptogramin A O-acetyltransferase Vat(D)	
D_ala_D_lac_VanF	D-alanine--(R)-lactate ligase VanF	
vanXY_G	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G	
blaR1_generic	BlaR1 family beta-lactam sensor/signal transducer	
vanXY	D,D-carboxypeptidase/D,D-dipeptidase VanXY	
vanR-D	VanD-type vancomycin resistance DNA-binding response regulator VanR	
vanY_of_D	transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D	
PRK00052.3-4	prolipoprotein diacylglyceryl transferase	PRK00052
