L1	L2	L3	L4	KO	Function	EC	Count
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01755	argH, ASL; argininosuccinate lyase	4.3.2.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01755	argH, ASL; argininosuccinate lyase	4.3.2.1	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01756	purB, ADSL; adenylosuccinate lyase	4.3.2.2	1
07_Nucleic acid metabolism	Purine metabolism			K01756	purB, ADSL; adenylosuccinate lyase	4.3.2.2	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	1
05_Fatty acid oxidation	Fatty acid activation			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	1
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01761	E4.4.1.11; methionine-gamma-lyase	4.4.1.11	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01761	E4.4.1.11; methionine-gamma-lyase	4.4.1.11	1
07_Nucleic acid metabolism	Purine metabolism			K01768	E4.6.1.1; adenylate cyclase	4.6.1.1	1
01_Fermentation	Bifidobacterium shunt			K01776	murI; glutamate racemase	5.1.1.3	1
01_Fermentation	Heterolactic fermentation			K01776	murI; glutamate racemase	5.1.1.3	1
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01776	murI; glutamate racemase	5.1.1.3	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K01778	dapF; diaminopimelate epimerase	5.1.1.7	1
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K01783	rpe, RPE; ribulose-phosphate 3-epimerase	5.1.3.1	1
20_Hydrolysis of polymers	Xylose			K01783	rpe, RPE; ribulose-phosphate 3-epimerase	5.1.3.1	1
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2	1
20_Hydrolysis of polymers	Galactose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2	1
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01801	nagL; maleylpyruvate isomerase	5.2.1.4	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
17_Gluconeogenesis	Gluconeogenesis in archea			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
01_Fermentation	Bifidobacterium shunt			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	1
01_Fermentation	Heterolactic fermentation			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	1
01_Fermentation	Homolactic fermentation			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	1
02_Homoacetogenesis	Glycolysis			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	1
01_Fermentation	Bifidobacterium shunt			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	1
01_Fermentation	Heterolactic fermentation			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	1
01_Fermentation	Homolactic fermentation			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	1
02_Homoacetogenesis	Glycolysis			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
05_Fatty acid oxidation	Fatty acid beta-oxidation III (unsaturated)			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
05_Fatty acid oxidation	Fatty acid activation			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
17_Gluconeogenesis	Gluconeogenesis in archea			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
20_Hydrolysis of polymers	Starch			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
21_Cellular response to stress	Cellular response to stress			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	5.3.1.16	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	5.3.1.16	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01817	trpF; phosphoribosylanthranilate isomerase	5.3.1.24	1
01_Fermentation	Bifidobacterium shunt			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
01_Fermentation	Heterolactic fermentation			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
01_Fermentation	Pyruvate fermentation to butanol			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
01_Fermentation	Homolactic fermentation			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
02_Homoacetogenesis	Glycolysis			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
05_Fatty acid oxidation	Fatty acid beta-oxidation IV (unsaturated)			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
05_Fatty acid oxidation	Fatty acid activation			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01838	pgmB; beta-phosphoglucomutase	5.4.2.6	1
20_Hydrolysis of polymers	Starch			K01838	pgmB; beta-phosphoglucomutase	5.4.2.6	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01840	manB; phosphomannomutase	5.4.2.8	1
20_Hydrolysis of polymers	Mannose			K01840	manB; phosphomannomutase	5.4.2.8	1
14_Methanogenesis	From acetate			K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K01899	LSC1; succinyl-CoA synthetase alpha subunit	6.2.1.4 6.2.1.5	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K01899	LSC1; succinyl-CoA synthetase alpha subunit	6.2.1.4 6.2.1.5	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K01903	sucC; succinyl-CoA synthetase beta subunit	6.2.1.5	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K01903	sucC; succinyl-CoA synthetase beta subunit	6.2.1.5	1
10_TCA cycle	TCA cycle			K01903	sucC; succinyl-CoA synthetase beta subunit	6.2.1.5	1
10_TCA cycle	Incomplete TCA fork			K01903	sucC; succinyl-CoA synthetase beta subunit	6.2.1.5	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
11_Nitrogen cycle	Ammonia assimilation			K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01921	ddl; D-alanine-D-alanine ligase	6.3.2.4	1
07_Nucleic acid metabolism	Purine metabolism			K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase	6.3.2.6	1
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01924	murC; UDP-N-acetylmuramate--alanine ligase	6.3.2.8	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01924	murC; UDP-N-acetylmuramate--alanine ligase	6.3.2.8	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01924	murC; UDP-N-acetylmuramate--alanine ligase	6.3.2.8	1
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Glutamate		K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	1
07_Nucleic acid metabolism	Purine metabolism			K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01937	pyrG, CTPS; CTP synthase	6.3.4.2	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01939	purA, ADSS; adenylosuccinate synthase	6.3.4.4	1
07_Nucleic acid metabolism	Purine metabolism			K01939	purA, ADSS; adenylosuccinate synthase	6.3.4.4	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01940	argG, ASS1; argininosuccinate synthase	6.3.4.5	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01940	argG, ASS1; argininosuccinate synthase	6.3.4.5	1
07_Nucleic acid metabolism	Purine metabolism			K01945	purD; phosphoribosylamine---glycine ligase	6.3.4.13	1
07_Nucleic acid metabolism	Purine metabolism			K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	6.3.5.2	1
07_Nucleic acid metabolism	Purine metabolism			K01952	PFAS, purL; phosphoribosylformylglycinamidine synthase	6.3.5.3	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	6.3.5.4	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	6.3.5.4	1
11_Nitrogen cycle	Ammonia assimilation			K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	6.3.5.4	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	6.3.5.5	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	6.3.5.5	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	1
10_TCA cycle	Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)			K01959	pycA; pyruvate carboxylase subunit A	6.4.1.1	1
17_Gluconeogenesis	Gluconeogenesis			K01959	pycA; pyruvate carboxylase subunit A	6.4.1.1	1
10_TCA cycle	Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)			K01960	pycB; pyruvate carboxylase subunit B	6.4.1.1	1
17_Gluconeogenesis	Gluconeogenesis			K01960	pycB; pyruvate carboxylase subunit B	6.4.1.1	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01968	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit	6.4.1.4	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit	6.4.1.4	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	ABC-2 type transporter [mD:m00254]	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Branched-chain amino acid transporter [mD:m00237]	K01995	livG; branched-chain amino acid transport system ATP-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Branched-chain amino acid transporter [mD:m00237]	K01996	livF; branched-chain amino acid transport system ATP-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Branched-chain amino acid transporter [mD:m00237]	K01997	livH; branched-chain amino acid transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Branched-chain amino acid transporter [mD:m00237]	K01998	livM; branched-chain amino acid transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Branched-chain amino acid transporter [mD:m00237]	K01999	livK; branched-chain amino acid transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Uncharacterized ABC transporter [mD:m00258]	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Uncharacterized ABC transporter [mD:m00258]	K02004	ABC.CD.P; putative ABC transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Iron(III) transporter [mD:m00190]	K02010	afuC, fbpC; iron(III) transport system ATP-binding protein	7.2.2.7	1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Iron(III) transporter [mD:m00190]	K02011	afuB, fbpB; iron(III) transport system permease protein		1
