ID	Function	Gene
TIGR01622	splicing factor, CC1-like family	
TIGR01623	putative zinc finger domain, LRP1 type	
TIGR01624	LRP1 C-terminal domain	
TIGR01625	AspT/YidE/YbjL antiporter duplication domain	
TIGR01626	conserved hypothetical protein YtfJ-family, TIGR01626	ytfJ
TIGR01627	uncharacterized plant-specific domain TIGR01627	
TIGR01628	polyadenylate binding protein, human types 1, 2, 3, 4 family	
TIGR01629	phage/plasmid replication protein, gene II/X family	
TIGR01630	phage uncharacterized protein, C-terminal domain	
TIGR01631	trypanosome RHS family	
TIGR01632	ribosomal protein uL11	rplK
TIGR01633	putative phage tail component, N-terminal domain	
TIGR01634	phage tail protein I	
TIGR01635	phage virion morphogenesis protein	
TIGR01636	phage transcriptional regulator, RinA family	
TIGR01637	phage transcriptional regulator, ArpU family	
TIGR01638	Arabidopsis thaliana cystatin-related protein	
TIGR01639	Plasmodium falciparum uncharacterized domain TIGR01639	
TIGR01640	F-box protein interaction domain	
TIGR01641	phage head morphogenesis protein, SPP1 gp7 family	
TIGR01642	U2 snRNP auxilliary factor, large subunit, splicing factor	
TIGR01643	YD repeat (two copies)	
TIGR01644	phage baseplate assembly protein V	
TIGR01645	poly-U binding splicing factor, half-pint family	
TIGR01646	Rhs element Vgr protein	
TIGR01647	plasma-membrane proton-efflux P-type ATPase	
TIGR01648	hnRNP-R, Q splicing factor family	
TIGR01649	hnRNP-L/PTB/hephaestus splicing factor family	
TIGR01650	cobaltochelatase, CobS subunit	cobS
TIGR01651	cobaltochelatase, CobT subunit	cobT
TIGR01652	phospholipid-translocating P-type ATPase, flippase	
TIGR01653	bacteriocin, lactococcin 972 family	
TIGR01654	bacteriocin-associated integral membrane protein	
TIGR01655	conserved hypothetical protein	
TIGR01656	histidinol-phosphate phosphatase domain	
TIGR01657	P-type ATPase of unknown pump specificity (type V)	
TIGR01658	EYA conserved domain	EYA
TIGR01659	sex-lethal family splicing factor	
TIGR01660	nitrate reductase, beta subunit	narH
TIGR01661	ELAV/HuD family splicing factor	
TIGR01662	HAD hydrolase, family IIIA	
TIGR01663	polynucleotide kinase 3'-phosphatase	PNKP
TIGR01664	DNA 3'-phosphatase	
TIGR01665	phage minor structural protein, N-terminal region	
TIGR01666	TIGR01666 family membrane protein	yccS
TIGR01667	integral membrane protein, YccS/YhfK family	
TIGR01668	HAD phosphatase, family IIIA	yqeG
TIGR01669	phage uncharacterized protein, XkdX family	
TIGR01670	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family	
TIGR01671	phage conserved hypothetical protein TIGR01671	
TIGR01672	HAD phosphatase, family IIIB	aphA
TIGR01673	phage holin, LL-H family	
TIGR01674	phage minor tail protein G	
TIGR01675	plant acid phosphatase	
TIGR01676	galactonolactone dehydrogenase	
TIGR01677	plant-specific FAD-dependent oxidoreductase	
TIGR01678	sugar 1,4-lactone oxidases	
TIGR01679	FAD-linked oxidoreductase	
TIGR01680	vegetative storage protein	
TIGR01681	HAD phosphatase, family IIIC	
TIGR01682	molybdopterin converting factor, subunit 1	moaD
TIGR01683	thiamine biosynthesis protein ThiS	thiS
TIGR01684	viral phosphatase	
TIGR01685	magnesium-dependent phosphatase-1	MDP-1
TIGR01686	FkbH domain	
TIGR01687	MoaD family protein	
TIGR01688	D-alanine--poly(phosphoribitol) ligase, subunit 2	dltC
TIGR01689	capsule biosynthesis phosphatase	
TIGR01690	integrative conjugative element protein, RAQPRD family	
TIGR01691	2,3-diketo-5-methylthio-1-phosphopentane phosphatase	mtnC
TIGR01692	3-hydroxyisobutyrate dehydrogenase	mmsB
TIGR01693	protein-P-II uridylyltransferase	glnD
TIGR01694	methylthioadenosine phosphorylase	mtnP
TIGR01695	murein biosynthesis integral membrane protein MurJ	mviN
TIGR01696	phosphopentomutase	deoB
TIGR01697	inosine/guanosine/xanthosine phosphorylase family	
TIGR01698	purine nucleotide phosphorylase	
TIGR01699	xanthosine phosphorylase	xapA
TIGR01700	purine nucleoside phosphorylase I, inosine and guanosine-specific	
TIGR01701	oxidoreductase alpha (molybdopterin) subunit	
TIGR01702	carbon-monoxide dehydrogenase, catalytic subunit	cooS
TIGR01703	hydroxylamine reductase	hcp
TIGR01704	MTA/SAH nucleosidase	mtnN
TIGR01705	putative 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	
TIGR01706	periplasmic nitrate reductase, large subunit	napA
TIGR01707	type II secretion system protein I	gspI
TIGR01708	type II secretion system protein H	gspH
TIGR01709	type II secretion system protein L	gspL
TIGR01710	type II secretion system protein G	gspG
TIGR01711	type II secretion system protein J	gspJ
TIGR01712	phage N-6-adenine-methyltransferase	
TIGR01713	type II secretion system protein C	gspC
TIGR01714	phage replisome organizer, putative, N-terminal region	
TIGR01715	phage tail assembly protein T	
TIGR01716	transcriptional activator, Rgg/GadR/MutR family, C-terminal domain	
TIGR01717	AMP nucleosidase	amn
TIGR01718	uridine phosphorylase	udp
TIGR01719	uridine phosphorylase	
TIGR01720	non-ribosomal peptide synthase domain TIGR01720	
TIGR01721	putative AMP nucleosidase	
TIGR01722	methylmalonate-semialdehyde dehydrogenase (acylating)	mmsA
TIGR01723	5,10-methenyltetrahydromethanopterin hydrogenase	hmd
TIGR01724	H2-forming N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase-related protein	
TIGR01725	phage protein, HK97 gp10 family	
TIGR01726	amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	
TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain	
TIGR01728	ABC transporter, substrate-binding protein, aliphatic sulfonates family	
TIGR01729	taurine ABC transporter, periplasmic binding protein	tauA
TIGR01730	efflux transporter, RND family, MFP subunit	
TIGR01731	adhesin HecA family 20-residue repeat (two copies)	
TIGR01732	conserved hypothetical protein	
TIGR01733	amino acid adenylation domain	
TIGR01734	D-alanine--poly(phosphoribitol) ligase, subunit 1	dltA
TIGR01735	phosphoribosylformylglycinamidine synthase	purL
TIGR01736	phosphoribosylformylglycinamidine synthase II	purL
TIGR01737	phosphoribosylformylglycinamidine synthase I	purQ
TIGR01738	pimelyl-[acyl-carrier protein] methyl ester esterase	bioH
TIGR01739	herpesvirus tegument protein/v-FGAM-synthase	
TIGR01740	orotidine 5'-phosphate decarboxylase	pyrF
TIGR01741	conserved hypothetical protein	
TIGR01742	Staphylococcus tandem lipoproteins	
TIGR01743	pur operon repressor PurR	purR
TIGR01744	xanthine phosphoribosyltransferase	xpt
TIGR01745	aspartate-semialdehyde dehydrogenase	asd
TIGR01746	thioester reductase domain	
TIGR01747	diaminopropionate ammonia-lyase family	
TIGR01748	L-rhamnose isomerase	rhaA
TIGR01749	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA	fabA
TIGR01750	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	fabZ
TIGR01751	crotonyl-CoA carboxylase/reductase	ccrA
TIGR01752	flavodoxin	
TIGR01753	flavodoxin	
TIGR01754	putative ribonucleotide reductase-associated flavodoxin	
TIGR01755	NAD(P)H:quinone oxidoreductase, type IV	wrbA
TIGR01756	lactate dehydrogenase	
TIGR01757	malate dehydrogenase, NADP-dependent	
TIGR01758	malate dehydrogenase, NAD-dependent	
TIGR01759	malate dehydrogenase	
TIGR01760	phage tail tape measure protein, TP901 family, core region	
TIGR01761	thiazolinyl imide reductase	
TIGR01762	chlorinating enzyme	
TIGR01763	malate dehydrogenase, NAD-dependent	mdh
TIGR01764	DNA binding domain, excisionase family	
TIGR01765	transposase, putative, N-terminal domain	
TIGR01766	transposase, IS605 OrfB family	
TIGR01767	S-methyl-5-thioribose kinase	mtnK
TIGR01768	geranylgeranylglyceryl phosphate synthase family protein	
TIGR01769	phosphoglycerol geranylgeranyltransferase	
TIGR01770	proton-translocating NADH-quinone oxidoreductase, chain N	
TIGR01771	L-lactate dehydrogenase	
TIGR01772	malate dehydrogenase, NAD-dependent	mdh
TIGR01773	GABA permease	gabP
TIGR01774	glycyl radical enzyme, PFL2/glycerol dehydratase family	
TIGR01776	TonB-dependent lactoferrin and transferrin receptors	
TIGR01777	TIGR01777 family protein	
TIGR01778	TonB-dependent copper receptor	
TIGR01779	TonB-dependent vitamin B12 receptor	btuB
TIGR01780	succinate-semialdehyde dehydrogenase	
TIGR01781	Treponema denticola clustered lipoprotein	
TIGR01782	TonB-dependent receptor	
TIGR01783	TonB-dependent siderophore receptor	
TIGR01784	conserved hypothetical protein	
TIGR01785	TonB-dependent heme/hemoglobin receptor family protein	
TIGR01786	TonB-dependent hemoglobin/transferrin/lactoferrin receptor family protein	
TIGR01787	squalene/oxidosqualene cyclases	
TIGR01788	glutamate decarboxylase	
TIGR01789	lycopene cyclase	crtY
TIGR01790	lycopene cyclase family protein	
TIGR01791	chorismate mutase	
TIGR01792	urease, alpha subunit	ureC
TIGR01793	citrate (Si)-synthase, eukaryotic	
TIGR01795	chorismate mutase	
TIGR01796	chorismate mutase	aroH
TIGR01797	chorismate mutase	
TIGR01798	citrate (Si)-synthase	gltA
TIGR01799	chorismate mutase	tyrA
TIGR01800	2-methylcitrate synthase/citrate synthase II	
TIGR01801	chorismate mutase	aroA
TIGR01802	chorismate mutase	
TIGR01803	chorismate mutase related enzymes	
TIGR01804	betaine-aldehyde dehydrogenase	betB
TIGR01805	chorismate mutase	
TIGR01806	putative chorismate mutase	
TIGR01807	chorismate mutase	pheA
TIGR01808	chorismate mutase	
TIGR01809	shikimate-5-dehydrogenase	aroE
TIGR01810	choline dehydrogenase	betA
TIGR01811	succinate dehydrogenase or fumarate reductase, flavoprotein subunit	sdhA
TIGR01812	succinate dehydrogenase or fumarate reductase, flavoprotein subunit	
TIGR01813	flavocytochrome c	
TIGR01814	kynureninase	kynU
TIGR01815	anthranilate synthase	
TIGR01816	succinate dehydrogenase, flavoprotein subunit	sdhA
TIGR01817	Nif-specific regulatory protein	nifA
TIGR01818	nitrogen regulation protein NR(I)	ntrC
TIGR01819	2-phospho-L-lactate transferase	cofD
TIGR01820	anthranilate synthase component I	trpE
TIGR01821	5-aminolevulinic acid synthase	hemA
TIGR01822	glycine C-acetyltransferase	kbl
TIGR01823	aminodeoxychorismate synthase	pabB
TIGR01824	aminodeoxychorismate synthase, component I	pabB
TIGR01825	putative pyridoxal phosphate-dependent acyltransferase	
TIGR01826	conserved hypothetical protein	
TIGR01827	putative Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase, subunit C	
TIGR01828	pyruvate, phosphate dikinase	ppdK
TIGR01829	acetoacetyl-CoA reductase	phbB
TIGR01830	3-oxoacyl-[acyl-carrier-protein] reductase	fabG
TIGR01831	putative 3-oxoacyl-(acyl-carrier-protein) reductase	
TIGR01832	2-deoxy-D-gluconate 3-dehydrogenase	kduD
TIGR01833	hydroxymethylglutaryl-CoA synthase	
TIGR01834	poly(R)-hydroxyalkanoic acid synthase, class III, PhaE subunit	phaE
TIGR01835	hydroxymethylglutaryl-CoA synthase	
TIGR01836	poly(R)-hydroxyalkanoic acid synthase, class III, PhaC subunit	phaC
TIGR01837	poly(hydroxyalkanoate) granule-associated protein	
TIGR01838	poly(R)-hydroxyalkanoic acid synthase, class I	phaC
TIGR01839	poly(R)-hydroxyalkanoic acid synthase, class II	phaC
TIGR01840	esterase, PHB depolymerase family	
TIGR01841	phasin family protein	
TIGR01842	type I secretion system ATPase	
TIGR01843	type I secretion membrane fusion protein, HlyD family	
TIGR01844	type I secretion outer membrane protein, TolC family	
TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	
TIGR01846	type I secretion system ATPase	
TIGR01847	bacteriocin-type signal sequence	
TIGR01848	polyhydroxyalkanoate synthesis repressor PhaR	phaR
TIGR01849	polyhydroxyalkanoate depolymerase, intracellular	phaZ
TIGR01850	N-acetyl-gamma-glutamyl-phosphate reductase	argC
TIGR01851	N-acetyl-gamma-glutamyl-phosphate reductase	argC
TIGR01852	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase	lpxA
TIGR01853	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD	lpxD
TIGR01854	UDP-2,3-diacylglucosamine diphosphatase	lpxH
TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	hisH
TIGR01856	histidinol phosphate phosphatase, HisJ family	
TIGR01857	phosphoribosylformylglycinamidine synthase	
TIGR01858	class II aldolase, tagatose bisphosphate family	
TIGR01859	fructose-1,6-bisphosphate aldolase, class II	fba
TIGR01860	nitrogenase vanadium-iron protein, alpha chain	vnfD
TIGR01861	nitrogenase iron-iron protein, alpha chain	anfD
TIGR01862	nitrogenase component I, alpha chain	
TIGR01863	CRISPR-associated protein Cas8c/Csd1, subtype I-C/DVULG	cas8c
TIGR01865	CRISPR subtype II RNA-guided endonuclease Cas9	cas9
TIGR01866	CRISPR type II-A/NMEMI-associated protein Csn2	csn2
TIGR01868	CRISPR-associated protein Cas5/CasD, subtype I-E/ECOLI	cas5e
TIGR01869	CRISPR-associated protein Cas7/Cse4/CasC, subtype I-E/ECOLI	cas7e
TIGR01870	CRISPR type III-A/MTUBE-associated protein Csm2	csm2
TIGR01873	CRISPR-associated endoribonuclease Cas2, subtype I-E/ECOLI	cas2e
TIGR01874	CRISPR-associated protein Cas5, subtype I-A/APERN	cas5a
TIGR01875	CRISPR-associated autoregulator DevR family	
TIGR01876	CRISPR-associated protein Cas5, subtype I-C/DVULG	cas5c
TIGR01877	CRISPR-associated endoribonuclease Cas6	cas6
TIGR01878	CRISPR type I-A/APERN-associated protein Csa5	csa5
TIGR01879	amidase, hydantoinase/carbamoylase family	
TIGR01880	N-acyl-L-amino-acid amidohydrolase	
TIGR01881	CRISPR type III-B/RAMP module-associated protein Cmr5	cmr5
TIGR01882	peptidase T	pepT
TIGR01883	peptidase T-like protein	
TIGR01884	CRISPR locus-related DNA-binding protein	
TIGR01885	ornithine--oxo-acid transaminase	rocD
TIGR01886	dipeptidase PepV	pepV
TIGR01887	putative dipeptidase	
TIGR01888	CRISPR type III-B/RAMP module-associated protein Cmr3	cmr3
TIGR01889	staphylococcal accessory regulator family	
TIGR01890	amino-acid N-acetyltransferase	argA
TIGR01891	amidohydrolase	
TIGR01892	acetylornithine deacetylase (ArgE)	argE
TIGR01893	Xaa-His dipeptidase	pepD
TIGR01894	CRISPR type III-B/RAMP module RAMP protein Cmr1	cmr1
TIGR01895	CRISPR-associated protein Cas5, subtype I-B/TNEAP	cas5b
TIGR01896	CRISPR-associated protein Cas4/Csa1, subtype I-A/APERN	cas4a
TIGR01897	CRISPR-associated protein, MJ1666 family	
TIGR01898	CRISPR type III-B/RAMP module RAMP protein Cmr6	cmr6
TIGR01899	CRISPR type III-A/MTUBE-associated RAMP protein Csm5	csm5
TIGR01900	succinyl-diaminopimelate desuccinylase	dapE
TIGR01901	filamentous hemagglutinin family N-terminal domain	
TIGR01902	N-acetyl-ornithine/N-acetyl-lysine deacetylase	
TIGR01903	CRISPR type III-A/MTUBE-associated RAMP protein Csm4	csm4
TIGR01904	Geobacter sulfurreducens CxxxxCH...CXXCH domain	
TIGR01905	doubled CXXCH domain	
TIGR01906	integral membrane protein TIGR01906	
TIGR01907	CRISPR-associated protein Cas6/Cse3/CasE, subtype I-E/ECOLI	cas6e
TIGR01908	CRISPR-associated protein Cas8b1/Cst1, subtype I-B/TNEAP	cas8a1
TIGR01909	C_GCAxxG_C_C family protein	
TIGR01910	peptidase, ArgE/DapE family	
TIGR01911	HesB-like selenoprotein	
TIGR01912	Sec-independent protein translocase TatC	tatC
TIGR01913	phage recombination protein Bet	bet
TIGR01914	CRISPR-associated protein Cas8a2/Csa4, subtype I-A/APERN	cas8a2
TIGR01915	NADPH-dependent F420 reductase	npdG
TIGR01916	coenzyme F420-0:L-glutamate ligase	cofE
TIGR01917	glycine reductase, selenoprotein B	grdB
TIGR01918	selenoprotein B, glycine/betaine/sarcosine/D-proline reductase family	
TIGR01919	bifunctional HisA/TrpF protein	
TIGR01920	shikimate kinase	
TIGR01921	diaminopimelate dehydrogenase	
TIGR01922	IMP cyclohydrolase	purO
TIGR01923	O-succinylbenzoate-CoA ligase	menE
TIGR01924	anti-sigma B factor	rsbW
TIGR01925	anti-sigma F factor	spoIIAB
TIGR01926	uncharacterized peroxidase-related enzyme	
TIGR01927	o-succinylbenzoate synthase	menC
TIGR01928	o-succinylbenzoate synthase	menC
TIGR01929	naphthoate synthase	menB
TIGR01930	acetyl-CoA C-acyltransferase	
TIGR01931	sulfite reductase [NADPH] flavoprotein, alpha-component	
TIGR01932	HflC protein	hflC
TIGR01933	HflK protein	hflK
TIGR01934	ubiquinone/menaquinone biosynthesis methyltransferase	
TIGR01935	RraA family	
TIGR01936	NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit	nqrA
TIGR01937	NADH:ubiquinone oxidoreductase, Na(+)-translocating, B subunit	nqrB
TIGR01938	NADH:ubiquinone oxidoreductase, Na(+)-translocating, C subunit	nqrC
TIGR01939	NADH:ubiquinone oxidoreductase, Na(+)-translocating, D subunit	nqrD
TIGR01940	NADH:ubiquinone oxidoreductase, Na(+)-translocating, E subunit	nqrE
TIGR01941	NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit	nqrF
TIGR01942	poly(A) polymerase	pcnB
TIGR01943	electron transport complex, RnfABCDGE type, A subunit	
TIGR01944	electron transport complex, RnfABCDGE type, B subunit	
TIGR01945	electron transport complex, RnfABCDGE type, C subunit	
TIGR01946	electron transport complex, RnfABCDGE type, D subunit	
TIGR01947	electron transport complex, RnfABCDGE type, G subunit	
TIGR01948	electron transport complex, RnfABCDGE type, E subunit	
TIGR01949	predicted phospho-2-dehydro-3-deoxyheptonate aldolase	
TIGR01950	redox-sensitive transcriptional activator SoxR	soxR
TIGR01951	transcription antitermination factor NusB	nusB
TIGR01952	NusA family KH domain protein, archaeal	
TIGR01953	transcription termination factor NusA	nusA
TIGR01954	transcription termination factor NusA, C-terminal duplication	nusA
TIGR01955	transcription elongation factor/antiterminator RfaH	rfaH
TIGR01956	NusG family protein	
TIGR01957	NADH-quinone oxidoreductase, B subunit	
TIGR01958	NADH-quinone oxidoreductase, E subunit	nuoE
TIGR01959	NADH oxidoreductase (quinone), F subunit	nuoF
TIGR01960	NAD(P)H dehydrogenase, subunit NdhF3 family	
TIGR01961	NADH (or F420H2) dehydrogenase, subunit C	nuoC
TIGR01962	NADH dehydrogenase (quinone), D subunit	nuoD
TIGR01963	3-hydroxybutyrate dehydrogenase	
TIGR01964	CO2 hydration protein	
TIGR01965	VCBS repeat	
TIGR01966	ribonuclease PH	rph
TIGR01967	RNA helicase HrpA	hrpA
TIGR01968	septum site-determining protein MinD	minD
TIGR01969	cell division ATPase MinD	minD
TIGR01970	ATP-dependent helicase HrpB	hrpB
TIGR01971	NADH-quinone oxidoreductase, chain I	
TIGR01972	proton-translocating NADH-quinone oxidoreductase, chain M	
TIGR01973	NADH dehydrogenase (quinone), G subunit	nuoG
TIGR01974	proton-translocating NADH-quinone oxidoreductase, chain L	
TIGR01975	beta-aspartyl peptidase	iadA
TIGR01976	cysteine desulfurase family protein	
TIGR01977	cysteine desulfurase family protein	
TIGR01978	FeS assembly ATPase SufC	sufC
TIGR01979	cysteine desulfurase, SufS family	sufS
TIGR01980	FeS assembly protein SufB	sufB
TIGR01981	FeS assembly protein SufD	sufD
TIGR01982	2-polyprenylphenol 6-hydroxylase	ubiB
TIGR01983	3-demethylubiquinone-9 3-O-methyltransferase	ubiG
TIGR01984	2-polyprenyl-6-methoxyphenol 4-hydroxylase	ubiH
TIGR01985	phasin	
TIGR01986	glutathione synthetase	
TIGR01987	nucleotidyltransferase substrate binding protein, HI0074 family	
TIGR01988	ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family	
TIGR01989	ubiquinone biosynthesis monooxygenase COQ6	
