L1	L2	L3	L4	ID	Function	EC	Gene
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K14083	trimethylamine---corrinoid protein Co-methyltransferase	2.1.1.250	mttB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K14251	C-methyltransferase	2.1.1.-	oxyF
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K14255	4-amino-anhydrotetracycline N4-methyltransferase	2.1.1.335	oxyT, ctcO, cts6
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K14292	trimethylguanosine synthase	2.1.1.-	TGS1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01652	acetolactate synthase I/II/III large subunit	2.2.1.6	ilvB, ilvG, ilvI
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01653	acetolactate synthase I/III small subunit	2.2.1.6	ilvH, ilvN
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K11258	acetolactate synthase II small subunit	2.2.1.6	ilvM
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00193	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta	2.3.1.169	cdhC
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02363	2,3-dihydroxybenzoate-AMP ligase	6.3.2.14 2.7.7.58	entE, dhbE, vibE, mxcE
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02517	Kdo2-lipid IVA lauroyltransferase/acyltransferase	2.3.1.241 2.3.1.-	lpxL, htrB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2.3.1.191	lpxD
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02560	lauroyl-Kdo2-lipid IVA myristoyltransferase	2.3.1.243	lpxM, msbB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02615	3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase	2.3.1.223 2.3.1.174	paaJ
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03372	MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1	2.3.1.-	SLC33A1, ACATN
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03817	ribosomal-protein-serine acetyltransferase	2.3.1.-	rimL
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03818	putative colanic acid biosynthesis acetyltransferase WcaF	2.3.1.-	wcaF
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03819	putative colanic acid biosynthesis acetyltransferase WcaB	2.3.1.-	wcaB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03820	apolipoprotein N-acyltransferase	2.3.1.269	lnt
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03821	polyhydroxyalkanoate synthase subunit PhaC	2.3.1.-	phbC, phaC
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03824	putative acetyltransferase	2.3.1.-	yhbS
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03825	L-phenylalanine/L-methionine N-acetyltransferase	2.3.1.53 2.3.1.-	aaaT
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03826	putative acetyltransferase	2.3.1.-	yiaC
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03827	putative acetyltransferase	2.3.1.-	yjaB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03828	putative acetyltransferase	2.3.1.-	yjgM
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03829	putative acetyltransferase	2.3.1.-	yedL
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03830	putative acetyltransferase	2.3.1.-	yafP
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K04766	acetoin utilization protein AcuA	2.3.1.-	acuA
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K05551	minimal PKS ketosynthase (KS/KS alpha)	2.3.1.- 2.3.1.260 2.3.1.235	actI1, oxyA, tcmK, snoa1, aknB, mtmP
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K05552	minimal PKS chain-length factor (CLF/KS beta)	2.3.1.- 2.3.1.260 2.3.1.235	actI2, oxyB, tcmL, snoa2, aknC, mtmK
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K06957	tRNA(Met) cytidine acetyltransferase	2.3.1.193	tmcA
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K07389	cytolysin-activating lysine-acyltransferase	2.3.1.-	cyaC, hlyC, rtxC
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K07549	benzoylsuccinyl-CoA thiolase BbsA subunit	2.3.1.-	bbsA
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K07550	benzoylsuccinyl-CoA thiolase BbsB subunit	2.3.1.-	bbsB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K08280	lipopolysaccharide O-acetyltransferase	2.3.1.-	wbbJ
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K09994	(aminoalkyl)phosphonate N-acetyltransferase	2.3.1.280	phnO
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10203	elongation of very long chain fatty acids protein 6	2.3.1.199	ELOVL6
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10205	elongation of very long chain fatty acids protein 2	2.3.1.199	ELOVL2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10212	glycosyl-4,4'-diaponeurosporenoate acyltransferase	2.3.1.-	K10212, crtO
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10244	elongation of very long chain fatty acids protein 5	2.3.1.199	ELOVL5
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10245	fatty acid elongase 2	2.3.1.199	ELO2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10246	fatty acid elongase 3	2.3.1.199	ELO3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K11172	diacylglycerol O-acyltransferase 2-like protein 6	2.3.1.-	DGAT2L6
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K11268	N-acetyltransferase	2.3.1.-	ESCO, ECO1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K11533	fatty acid synthase, bacteria type	2.3.1.-	fas
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K11608	mycobacterial beta-ketoacyl-[acyl-carrier-protein] synthase III	2.3.1.301	mtfabH
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K11609	beta-ketoacyl ACP synthase	2.3.1.293 2.3.1.294	kasAB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12932	anthocyanidin 3-O-glucoside-3'',6''-O-dimalonyltransferase	2.3.1.-	3MaT2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12935	anthocyanin 5-O-glucoside-4'''-O-malonyltransferase	2.3.1.214	5MaT2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12973	lipid IVA palmitoyltransferase	2.3.1.251	pagP, crcA
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12974	KDO2-lipid IV(A) palmitoleoyltransferase	2.3.1.242	lpxP
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13006	UDP-perosamine 4-acetyltransferase	2.3.1.-	wbqR
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13018	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase	2.3.1.201	wbpD, wlbB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13511	monolysocardiolipin acyltransferase	2.3.1.-	TAZ
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13512	lysophospholipid acyltransferase	2.3.1.23 2.3.1.-	LPCAT4, AGPAT7
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13513	lysocardiolipin and lysophospholipid acyltransferase	2.3.1.- 2.3.1.51	LCLAT1, AGPAT8
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13514	lysophosphatidylglycerol acyltransferase 1	2.3.1.-	LPGAT1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13515	lysophospholipid acyltransferase 5	2.3.1.23 2.3.1.-	LPCAT3, MBOAT5
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13516	lysophospholipid acyltransferase 7	2.3.1.-	MBOAT7
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13517	lysophospholipid acyltransferase 1/2	2.3.1.51 2.3.1.-	MBOAT1_2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13519	lysophospholipid acyltransferase	2.3.1.51 2.3.1.23 2.3.1.-	LPT1, ALE1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13523	lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase	2.3.1.51 2.3.1.-	AGPAT3_4
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13534	patatin-like phospholipase domain-containing protein 3	3.1.1.3 2.3.1.-	PNPLA3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13663	acyltransferase	2.3.1.-	gumF
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13664	acyltransferase	2.3.1.-	gumG
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01585	arginine decarboxylase	4.1.1.19	speA
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00141	benzaldehyde dehydrogenase (NAD)	1.2.1.28	xylC
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K11182	diamine oxidase	1.4.3.22	AOC1, ABP1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00149	aldehyde dehydrogenase family 9 member A1	1.2.1.47 1.2.1.3	ALDH9A1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00276	primary-amine oxidase	1.4.3.21	AOC3, AOC2, tynA
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00544	betaine-homocysteine S-methyltransferase	2.1.1.5	BHMT
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13674	phosphoglycan alpha-1,2-arabinopyranosyltransferase	2.4.2.-	SCA
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00013	histidinol dehydrogenase	1.1.1.23	hisD
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03841	fructose-1,6-bisphosphatase I	3.1.3.11	FBP, fbp
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00816	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase	2.6.1.7 4.4.1.13 2.6.1.64	CCBL
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K07514	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	EHHADH
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02080	galactosamine-6-phosphate isomerase	5.3.1.-	agaI
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13484	5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	3.5.2.17 4.1.1.97	TTHL
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13987	ADP-sugar pyrophosphatase / 8-oxo-dGDP phosphatase / ADP-D-ribose pyrophosphorylase	3.6.1.13 3.6.1.58 2.7.7.96	NUDT5
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01248			
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K14755	carnosine synthase	6.3.2.11	CRNS1, ATPGD1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13551	2'-N-acetylparomamine deacetylase	3.5.1.112	btrD
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K08265	heterodisulfide reductase subunit E	1.8.98.1	hdrE
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13810	transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	tal-pgi
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12339	S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)	2.5.1.144	cysM
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K05887	quinate/shikimate dehydrogenase	1.1.1.282	ydiB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01731	pectate disaccharide-lyase	4.2.2.9	pelW
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01676	fumarate hydratase, class I	4.2.1.2	fumA, fumB
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01596	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	pckA, PCK
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01812	glucuronate isomerase	5.3.1.12	uxaC
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K13676	UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase	2.4.2.42	GXYLT
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K08093	3-hexulose-6-phosphate synthase	4.1.2.43	hxlA
